"price_name","price_area","price_status","price_age","price_condition","price_bhk","price_bhk_url","price_location","price_location_url","price_builder","price_builder_url"
"5.93 Cr","3750","Under Construction","Possession by Feb 2023","New","5","https://www.makaan.com/chennai/puravankara-limited-somerset-house-in-guindy-16175400/5bhk-3750-sqft-apartment","Guindy","https://www.makaan.com/chennai-property/guindy-flats-for-sale-51869","Puravankara Limited","https://www.makaan.com/puravankara-limited-profile-2006858"
"89.7 L","1380","Under Construction","Possession by Nov 2021","New","3","https://www.makaan.com/chennai/jones-foundations-blazia-in-madipakkam-16040051/3bhk-1380-sqft-apartment","Madipakkam","https://www.makaan.com/chennai-property/madipakkam-flats-for-sale-51142","Jones Foundations","https://www.makaan.com/jones-foundations-profile-2040617"
"39.75 L","1205","Ready to move","0 - 1 year old","2 Bathrooms","3","https://www.makaan.com/chennai/plaza-group-elite-acres-phase-i-in-perumbakkam-16087744/3bhk-2t-1205-sqft-apartment","Perumbakkam","https://www.makaan.com/chennai-property/perumbakkam-flats-for-sale-51151","Plaza Group","https://www.makaan.com/plaza-group-profile-100351934"
"81.7 L","942","Under Construction","Possession by Jun 2022","New","2","https://www.makaan.com/chennai/urbando-housing-orion-in-velachery-16191813/2bhk-942-sqft-apartment","Velachery","https://www.makaan.com/chennai-property/velachery-flats-for-sale-50306","Urbando Housing LLP","https://www.makaan.com/urbando-housing-llp-profile-100099343"
"51.64 L","939","Under Construction","Possession by Nov 2021","New","2","https://www.makaan.com/chennai/ek-realtors-alpha-in-medavakkam-16308804/2bhk-939-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","EK Realtors","https://www.makaan.com/ek-realtors-profile-100143142"
"64.34 L","945","Ready to move","1 - 2 years old","Grfloor","2","https://www.makaan.com/chennai/the-nest-builders-adore-in-gowrivakkam-10061065/2bhk-945-sqft-apartment","Gowrivakkam","https://www.makaan.com/chennai-property/gowrivakkam-flats-for-sale-51854","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"37.4 L","770","Ready to move","0 - 1 year old","New","2","https://www.makaan.com/chennai/doshi-housing-first-nest-in-chromepet-16058675/2bhk-770-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","Doshi Housing","https://www.makaan.com/doshi-housing-profile-100054913"
"62.75 L","1004","Under Construction","Possession by May 2022","New","2","https://www.makaan.com/chennai/grand-style-constructions-wides-in-sholinganallur-16233791/2bhk-1004-sqft-apartment","Sholinganallur","https://www.makaan.com/chennai-property/sholinganallur-flats-for-sale-50307","Grandstyle constructions","https://www.makaan.com/grandstyle-constructions-profile-616881"
"89.37 L","1430","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/vinoth-verona-in-ambattur-15980233/3bhk-1430-sqft-apartment","Ambattur","https://www.makaan.com/chennai-property/ambattur-flats-for-sale-51076","vinoth builders","https://www.makaan.com/vinoth-builders-profile-168384"
"64.82 L","1297","Ready to move","0 - 1 year old","New","3","https://www.makaan.com/chennai/gtk-foundation-sumeru-fairy-lands-in-thalambur-15985909/3bhk-1297-sqft-villa","Thalambur","https://www.makaan.com/chennai-property/thalambur-flats-for-sale-51677","GTK Foundations","https://www.makaan.com/gtk-foundations-profile-2031051"
"20.88 L","663","Under Construction","Possession by Dec 2025","New","2","https://www.makaan.com/chennai/baashyaam-constructions-le-chalet-smart-choice-homes-block-7-in-thandalam-9501327/2bhk-663-sqft-apartment","Thandalam","https://www.makaan.com/chennai-property/thandalam-flats-for-sale-140059-lcudn","Baashyaam Group","https://www.makaan.com/baashyaam-group-profile-1894199"
"19.8 L","900","Ready to move","0 - 1 year old","New","2","https://www.makaan.com/chennai/muktha-housing-our-eden-in-thirumazhisai-16015177/2bhk-900-sqft-villa","Thirumazhisai","https://www.makaan.com/chennai-property/thirumazhisai-flats-for-sale-51626","chris","https://www.makaan.com/chris-profile-100158584"
"84.13 L","1325","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/krishna-constructions-chennai-celesta-in-medavakkam-16001187/2bhk-1325-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","Krishna Constructions","https://www.makaan.com/krishna-constructions-profile-100077789"
"54.96 L","1047","Under Construction","Possession by Dec 2021","New","2","https://www.makaan.com/chennai/aks-housing-sunridge-in-ayanambakkam-15891969/2bhk-1047-sqft-apartment","Ayanambakkam","https://www.makaan.com/chennai-property/ayanambakkam-flats-for-sale-51679","AKS Housing Dedvelopment Pvt Ltd","https://www.makaan.com/aks-housing-dedvelopment-pvt-ltd-profile-278442"
"4.4 Cr","4896","Ready to move","2 - 3 years old","New","4","https://www.makaan.com/chennai/mayances-construction-myans-luxury-villas-in-kanathur-reddikuppam-14454225/4bhk-4896-sqft-villa","Kanathur Reddikuppam","https://www.makaan.com/chennai-property/kanathur-reddikuppam-flats-for-sale-77126","Mayances Construction and Engineering Services","https://www.makaan.com/mayances-construction-and-engineering-services-profile-2160330"
"96.32 L","1481","Ready to move","3 - 4 years old","New","3","https://www.makaan.com/chennai/ramaniyam-real-estates-ocean-dew-in-madipakkam-15915584/3bhk-1481-sqft-apartment","Madipakkam","https://www.makaan.com/chennai-property/madipakkam-flats-for-sale-51142","Ramaniyam Real Estate Builders","https://www.makaan.com/ramaniyam-real-estate-builders-profile-100329791"
"2.42 Cr","1565","Ready to move","1 - 2 years old","New","3","https://www.makaan.com/chennai/india-builders-chaitali-in-anna-nagar-8754726/3bhk-1565-sqft-apartment","Anna Nagar","https://www.makaan.com/chennai-property/anna-nagar-flats-for-sale-50379","India Builders Limited","https://www.makaan.com/india-builders-limited-profile-1931003"
"48.53 L","1055","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804257/2bhk-1055-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"79.92 L","1150","Under Construction","2 Bathrooms","New","2","https://www.makaan.com/chennai/dac-promoters-intellia-in-selaiyur-16339719/2bhk-2t-1150-sqft-apartment","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"71.65 L","1031","Under Construction","2 Bathrooms","New","2","https://www.makaan.com/chennai/dac-promoters-intellia-in-selaiyur-16339716/2bhk-2t-1031-sqft-apartment","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"58.48 L","951","Under Construction","Possession by Feb 2022","New","2","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339595/2bhk-951-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"64.82 L","1054","Under Construction","Possession by Feb 2022","New","2","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339594/2bhk-1054-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"84.87 L","1380","Under Construction","Possession by Feb 2022","New","3","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339593/3bhk-1380-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"72.81 L","1184","Under Construction","Possession by Feb 2022","New","2","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339592/2bhk-1184-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"76.75 L","1248","Under Construction","Possession by Feb 2022","New","2","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339591/2bhk-1248-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"59.65 L","970","Under Construction","Possession by Feb 2022","New","2","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339589/2bhk-970-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"88.19 L","1434","Under Construction","Possession by Feb 2022","New","3","https://www.makaan.com/chennai/dac-promoters-chromantique-in-chromepet-16339588/3bhk-1434-sqft-apartment","Chromepet","https://www.makaan.com/chennai-property/chromepet-flats-for-sale-50286","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"22.27 L","518","Ready to move","0 - 1 year old","New","1","https://www.makaan.com/chennai/mp-developers-hirwa-in-sembakkam-16336481/1bhk-518-sqft-apartment","Sembakkam","https://www.makaan.com/chennai-property/sembakkam-flats-for-sale-54826","MP Developers","https://www.makaan.com/mp-developers-profile-1894231"
"42.91 L","998","Ready to move","0 - 1 year old","New","2","https://www.makaan.com/chennai/mp-developers-hirwa-in-sembakkam-16336480/2bhk-998-sqft-apartment","Sembakkam","https://www.makaan.com/chennai-property/sembakkam-flats-for-sale-54826","MP Developers","https://www.makaan.com/mp-developers-profile-1894231"
"50.21 L","844","Under Construction","Possession by Oct 2021","New","2","https://www.makaan.com/chennai/mp-developers-pebbles-in-mugalivakkam-16328579/2bhk-844-sqft-apartment","Mugalivakkam","https://www.makaan.com/chennai-property/mugalivakkam-flats-for-sale-50308","MP Developers","https://www.makaan.com/mp-developers-profile-1894231"
"55.39 L","931","Under Construction","Possession by Oct 2021","New","2","https://www.makaan.com/chennai/mp-developers-pebbles-in-mugalivakkam-16328578/2bhk-931-sqft-apartment","Mugalivakkam","https://www.makaan.com/chennai-property/mugalivakkam-flats-for-sale-50308","MP Developers","https://www.makaan.com/mp-developers-profile-1894231"
"71.28 L","1004","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340325/2bhk-1004-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"72.42 L","1020","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340318/2bhk-1020-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"94 L","1324","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340315/3bhk-1324-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"86.9 L","1224","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340311/3bhk-1224-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"77.81 L","1096","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340306/2bhk-1096-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"94.78 L","1335","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340294/3bhk-1335-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"73.48 L","1035","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/dac-promoters-centum-in-east-tambaram-16340290/2bhk-1035-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.14 Cr","1572","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341890/3bhk-1572-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.19 Cr","1643","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341889/3bhk-1643-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.18 Cr","1625","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341888/3bhk-1625-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.59 Cr","2295","Under Construction","Possession by Dec 2021","New","4","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341887/4bhk-2295-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.01 Cr","1760","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341886/3bhk-1760-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.75 Cr","2544","Under Construction","Possession by Dec 2021","New","4","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341885/4bhk-2544-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.15 Cr","1630","Under Construction","Possession by Dec 2021","3 Bathrooms","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341884/3bhk-3t-1630-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.21 Cr","1671","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341883/3bhk-1671-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
"1.22 Cr","1735","Under Construction","Possession by Dec 2021","New","3","https://www.makaan.com/chennai/dac-promoters-tambarilla-in-selaiyur-16341882/3bhk-1735-sqft-villa","Selaiyur","https://www.makaan.com/chennai-property/selaiyur-flats-for-sale-52047","DAC Promoters","https://www.makaan.com/dac-promoters-profile-2004229"
